"","X","address","city_or_county","date","incident_url","latitude","longitude","n_injured","n_killed"
"10265",926,"340 Boswell Road","Eclectic","2018-03-31","http://www.gunviolencearchive.org/incident/1083224",NA,NA,0,2
"10266",971,"1208 Staley Ave","Opelika","2018-03-24","http://www.gunviolencearchive.org/incident/1077503",NA,NA,0,1
"10267",1026,"Lake Street and Allen Road","Dothan","2018-03-25","http://www.gunviolencearchive.org/incident/1078116",NA,NA,0,1
"10268",1080,"","Pine Bluff","2018-03-26","http://www.gunviolencearchive.org/incident/1080489",NA,NA,0,1
"10269",1241,"1113 9th Ave SW","Bessemer","2018-03-12","http://www.gunviolencearchive.org/incident/1068968",NA,NA,0,1
"10270",1256,"3500 block of Wilmington Road","Montgomery","2018-03-12","http://www.gunviolencearchive.org/incident/1069322",NA,NA,1,0
"10271",1265,"1073 Morris Majestic Rd","Morris","2018-03-12","http://www.gunviolencearchive.org/incident/1068243",NA,NA,0,1
"10272",1285,"","Russell (county)","2018-03-13","http://www.gunviolencearchive.org/incident/1074693",NA,NA,0,0
"10273",1287,"Vann Lee Circle","Mobile","2018-03-13","http://www.gunviolencearchive.org/incident/1069324",NA,NA,1,0
"10274",1294,"3200 block of 23rd St","Tuscaloosa","2018-03-25","http://www.gunviolencearchive.org/incident/1077883",NA,NA,1,0
"10275",1387,"Guntersville Rd and Main St","Arab","2018-03-13","http://www.gunviolencearchive.org/incident/1068990",NA,NA,0,0
"10276",1422,"6125 University Dr","Huntsville","2018-03-26","http://www.gunviolencearchive.org/incident/1079536",NA,NA,1,0
"10277",1460,"2020 4th Street Northeast","Birmingham","2018-03-27","http://www.gunviolencearchive.org/incident/1079546",NA,NA,1,0
"10278",1462,"5500 block of Mexico Avenue","Birmingham","2018-03-27","http://www.gunviolencearchive.org/incident/1079554",NA,NA,2,0
"10279",1465,"Elm Street","Anniston","2018-03-27","http://www.gunviolencearchive.org/incident/1080472",NA,NA,0,0
"10280",1487,"500 block of Fruitwood Circle","Opelika","2018-03-24","http://www.gunviolencearchive.org/incident/1077490",NA,NA,1,0
"10281",1490,"4th Avenue South","Birmingham","2018-03-24","http://www.gunviolencearchive.org/incident/1077505",NA,NA,1,0
"10282",1491,"Watkins Court","Troy","2018-03-24","http://www.gunviolencearchive.org/incident/1077507",NA,NA,0,1
"10283",1562,"8070 Domain St","Mobile","2018-03-12","http://www.gunviolencearchive.org/incident/1068073",NA,NA,0,1
"10284",1600,"Limestone Street and Court Street","Florence","2018-03-14","http://www.gunviolencearchive.org/incident/1071620",NA,NA,0,0
"10285",1747,"Oakmont Street and Slayton Avenue","Birmingham","2018-03-12","http://www.gunviolencearchive.org/incident/1067785",NA,NA,0,1
"10286",1782,"100 block of Kiwanis St","Montgomery","2018-03-27","http://www.gunviolencearchive.org/incident/1078688",NA,NA,0,1
"10287",1882,"2700 block of 11th Avenue South","Auburn","2018-03-28","http://www.gunviolencearchive.org/incident/1080465",NA,NA,0,1
"10288",1892,"Gene E. Steward Boulevard","Sylacauga","2018-03-28","http://www.gunviolencearchive.org/incident/1080494",NA,NA,0,1
"10289",1893,"Carolina Terrace","Bessemer","2018-03-28","http://www.gunviolencearchive.org/incident/1080499",NA,NA,1,0
"10290",1894,"1800 block of Francis Ave SW","Birmingham","2018-03-28","http://www.gunviolencearchive.org/incident/1080515",NA,NA,0,1
"10291",2049,"1201 Bradshaw Dr","Florence","2018-03-13","http://www.gunviolencearchive.org/incident/1069994",NA,NA,0,0
"10292",2058,"3200 block of 17th Ave N","Birmingham","2018-03-13","http://www.gunviolencearchive.org/incident/1068736",NA,NA,1,0
"10293",2087,"1750 40th Ave","Tuscaloosa","2018-03-01","http://www.gunviolencearchive.org/incident/1060857",NA,NA,1,0
"10294",2088,"600 block of Dawson Terrace","Huntsville","2018-03-01","http://www.gunviolencearchive.org/incident/1060874",NA,NA,1,0
"10295",2089,"913 Rucker Blvd","Enterprise","2018-03-01","http://www.gunviolencearchive.org/incident/1060877",NA,NA,1,0
"10296",2099,"Reno Ct","Dothan","2018-03-25","http://www.gunviolencearchive.org/incident/1078694",NA,NA,1,0
"10297",2170,"33rd St","Tuscaloosa","2018-03-14","http://www.gunviolencearchive.org/incident/1069984",NA,NA,1,0
"10298",2194,"1201 11th Ave S","Birmingham","2018-03-14","http://www.gunviolencearchive.org/incident/1069464",NA,NA,1,2
"10299",2197,"Adams Road","Blountsville","2018-03-14","http://www.gunviolencearchive.org/incident/1069986",NA,NA,0,1
"10300",2208,"Beason Cove Road","Steele","2018-03-14","http://www.gunviolencearchive.org/incident/1069326",NA,NA,0,1
"10301",2317,"Morris Cir","Trussville","2018-03-15","http://www.gunviolencearchive.org/incident/1070783",NA,NA,0,1
"10302",2378,"4034 Hunters Ridge Dr","Huntsville","2018-03-01","http://www.gunviolencearchive.org/incident/1060941",NA,NA,1,0
"10303",2381,"","Anniston","2018-03-01","http://www.gunviolencearchive.org/incident/1065370",NA,NA,1,0
"10304",2424,"1901 Sparkman Dr NW","Huntsville","2018-03-15","http://www.gunviolencearchive.org/incident/1070765",NA,NA,1,1
"10305",2507,"2400 block of Elvester Rd","Warrior","2018-03-15","http://www.gunviolencearchive.org/incident/1070720",NA,NA,1,1
"10306",2517,"200 block of Robin St","Hamilton","2018-03-15","http://www.gunviolencearchive.org/incident/1070749",NA,NA,1,0
"10307",2599,"1st Ave","Selma","2018-03-29","http://www.gunviolencearchive.org/incident/1081412",NA,NA,0,0
"10308",2604,"Phyllis Dr","Gadsden","2018-03-29","http://www.gunviolencearchive.org/incident/1081427",NA,NA,0,1
"10309",2663,"Barbara Dr","Mobile","2018-03-16","http://www.gunviolencearchive.org/incident/1070701",NA,NA,1,0
"10310",2698,"8700 block of Three Notch Road","Mobile","2018-03-16","http://www.gunviolencearchive.org/incident/1074699",NA,NA,0,0
"10311",2701,"Falco Road","Andalusia","2018-03-16","http://www.gunviolencearchive.org/incident/1071618",NA,NA,1,0
"10312",2707,"AL-91 and County Road 747","Hanceville","2018-03-16","http://www.gunviolencearchive.org/incident/1071614",NA,NA,1,0
"10313",2774,"County Road 24","Crossville","2018-03-02","http://www.gunviolencearchive.org/incident/1061740",NA,NA,1,0
"10314",2869,"100 block of 12th Avenue North","Birmingham","2018-03-17","http://www.gunviolencearchive.org/incident/1072619",NA,NA,1,0
"10315",2996,"Schillinger Road","Mobile","2018-03-03","http://www.gunviolencearchive.org/incident/1065381",NA,NA,1,0
"10316",3026,"","Tuskegee","2018-03-17","http://www.gunviolencearchive.org/incident/1074689",NA,NA,0,0
"10317",3029,"5500 block of Gantry Drive","Montgomery","2018-03-17","http://www.gunviolencearchive.org/incident/1074695",NA,NA,0,0
"10318",3036,"2000 block of Northland Ave","Birmingham","2018-03-17","http://www.gunviolencearchive.org/incident/1072293",NA,NA,2,0
"10319",3052,"704 S US Highway 31","Bay Minette","2018-03-03","http://www.gunviolencearchive.org/incident/1062344",NA,NA,1,0
"10320",3314,"300 block of Autumn Ln","Madison","2018-03-04","http://www.gunviolencearchive.org/incident/1062353",NA,NA,1,0
"10321",3320,"1076 3rd St","Florala","2018-03-04","http://www.gunviolencearchive.org/incident/1062809",NA,NA,0,1
"10322",3322,"3300 block of 36th Street","Tuscaloosa","2018-03-04","http://www.gunviolencearchive.org/incident/1062814",NA,NA,1,0
"10323",3400,"US 82 and Countryside Road","Centreville","2018-03-04","http://www.gunviolencearchive.org/incident/1062307",NA,NA,1,0
"10324",3407,"Blackmon Road","Brantley","2018-03-04","http://www.gunviolencearchive.org/incident/1062349",NA,NA,0,0
"10325",3416,"8000 block of Rugby Drive","Birmingham","2018-03-04","http://www.gunviolencearchive.org/incident/1062401",NA,NA,1,0
"10326",3446,"1602 Brookridge Rd SW","Decatur","2018-03-18","http://www.gunviolencearchive.org/incident/1073086",NA,NA,0,1
"10327",3459,"210 Hickory St","Bay Minette","2018-03-05","http://www.gunviolencearchive.org/incident/1063747",NA,NA,2,0
"10328",3460,"1715 Martin Luther King Jr Blvd","Tuscaloosa","2018-03-05","http://www.gunviolencearchive.org/incident/1064933",NA,NA,0,0
"10329",3463,"Chandler St","Gadsden","2018-03-05","http://www.gunviolencearchive.org/incident/1063863",NA,NA,1,0
"10330",3509,"600 block of Dogwood Ln","Tuscaloosa","2018-03-05","http://www.gunviolencearchive.org/incident/1064002",NA,NA,1,0
"10331",3597,"","Bay Minette","2018-03-05","http://www.gunviolencearchive.org/incident/1065351",NA,NA,0,1
"10332",3669,"US-98 and Keller Rd","Fairhope","2018-03-05","http://www.gunviolencearchive.org/incident/1063743",NA,NA,0,1
"10333",3741,"1700 block of Alameda Ct","Birmingham","2018-03-05","http://www.gunviolencearchive.org/incident/1063945",NA,NA,0,1
"10334",3742,"2200 block of Lynnchester Cir","Birmingham (Hoover)","2018-03-05","http://www.gunviolencearchive.org/incident/1063952",NA,NA,0,0
"10335",3769,"7150 Aaron Aronov Dr","Fairfield","2018-03-05","http://www.gunviolencearchive.org/incident/1063956",NA,NA,2,0
"10336",3776,"Short 16th St","Tuscaloosa","2018-03-05","http://www.gunviolencearchive.org/incident/1064006",NA,NA,1,0
"10337",3798,"2501 29th Street","Birmingham","2018-03-19","http://www.gunviolencearchive.org/incident/1073079",NA,NA,0,1
"10338",3951,"1700 block of S Holt St","Montgomery","2018-03-20","http://www.gunviolencearchive.org/incident/1074323",NA,NA,1,0
"10339",3980,"Dublin Street","Mobile","2018-03-06","http://www.gunviolencearchive.org/incident/1064576",NA,NA,1,0
"10340",4077,"11th St and 7th Ave SW","Huntsville","2018-03-06","http://www.gunviolencearchive.org/incident/1063994",NA,NA,1,0
"10341",4084,"6830 S 1st Ave","Birmingham","2018-03-06","http://www.gunviolencearchive.org/incident/1063997",NA,NA,1,0
"10342",4100,"1501 45th St","Birmingham","2018-03-20","http://www.gunviolencearchive.org/incident/1073825",NA,NA,1,1
"10343",4104,"900 block of W South Blvd","Montgomery","2018-03-20","http://www.gunviolencearchive.org/incident/1073832",NA,NA,0,1
"10344",4140,"I-59","Birmingham","2018-03-07","http://www.gunviolencearchive.org/incident/1064893",NA,NA,1,0
"10345",4144,"23rd Street South","Birmingham","2018-03-07","http://www.gunviolencearchive.org/incident/1064942",NA,NA,0,0
"10346",4146,"Murray Road","Huntsville","2018-03-07","http://www.gunviolencearchive.org/incident/1065208",NA,NA,0,1
"10347",4264,"6551 Dickens Ferry Rd","Mobile","2018-03-21","http://www.gunviolencearchive.org/incident/1075395",NA,NA,0,1
"10348",4286,"531 Main Street","Hurtsboro","2018-03-07","http://www.gunviolencearchive.org/incident/1064514",NA,NA,2,2
"10349",4289,"300 block of Oak Drive","Mobile","2018-03-07","http://www.gunviolencearchive.org/incident/1067185",NA,NA,1,0
"10350",4317,"950 Springville Rd","Birmingham","2018-03-07","http://www.gunviolencearchive.org/incident/1064500",NA,NA,2,1
"10351",4412,"5961 Chalkville Mountain Hwy","Trussville","2018-03-21","http://www.gunviolencearchive.org/incident/1074708",NA,NA,1,0
"10352",4433,"500 block of North Antioch Circle","Opelika","2018-03-21","http://www.gunviolencearchive.org/incident/1075471",NA,NA,1,0
"10353",4436,"3rd Street","Athens","2018-03-21","http://www.gunviolencearchive.org/incident/1076298",NA,NA,0,0
"10354",4452,"Highway 80","Demopolis","2018-03-08","http://www.gunviolencearchive.org/incident/1067381",NA,NA,0,0
"10355",4464,"900 16th St W","Birmingham","2018-03-08","http://www.gunviolencearchive.org/incident/1065714",NA,NA,0,0
"10356",4465,"307 N. University Blvd","Mobile","2018-03-08","http://www.gunviolencearchive.org/incident/1065717",NA,NA,1,0
"10357",4601,"Marie Foster Dr","Selma","2018-03-08","http://www.gunviolencearchive.org/incident/1066345",NA,NA,1,0
"10358",4699,"800 block of William Dr","Birmingham","2018-03-09","http://www.gunviolencearchive.org/incident/1068973",NA,NA,0,0
"10359",4713,"2000 block of 35th Street","Valley","2018-03-22","http://www.gunviolencearchive.org/incident/1075470",NA,NA,0,0
"10360",4714,"Cypress St and West Perdido Ave","Orange Beach","2018-03-22","http://www.gunviolencearchive.org/incident/1076296",NA,NA,0,1
"10361",4715,"2700 block of Barbara Drive NW","Huntsville","2018-03-22","http://www.gunviolencearchive.org/incident/1076289",NA,NA,1,0
"10362",4716,"1000 block of Arlington Street","Mobile","2018-03-22","http://www.gunviolencearchive.org/incident/1076292",NA,NA,1,0
"10363",4718,"303 Poarch Rd","Atmore","2018-03-22","http://www.gunviolencearchive.org/incident/1077501",NA,NA,0,1
"10364",4719,"3rd Street","Athens","2018-03-22","http://www.gunviolencearchive.org/incident/1076300",NA,NA,0,0
"10365",4720,"700 block of South Range Street","Dothan","2018-03-22","http://www.gunviolencearchive.org/incident/1076303",NA,NA,1,0
"10366",4729,"Phyllis Dr","Gadsden","2018-03-22","http://www.gunviolencearchive.org/incident/1077006",NA,NA,0,1
"10367",6,"Jackson Trace Road","Talladega","2015-11-01","http://www.gunviolencearchive.org/incident/441111",NA,NA,0,1
"10368",76,"1900 block of Marie Foster Street","Selma","2015-11-01","http://www.gunviolencearchive.org/incident/442609",NA,NA,1,0
"10369",194,"2nd Avenue","Bessemer","2015-11-02","http://www.gunviolencearchive.org/incident/442463",NA,NA,0,0
"10370",196,"500 block of 35th Street","Birmingham (Ensley)","2015-11-02","http://www.gunviolencearchive.org/incident/442471",NA,NA,0,1
"10371",198,"1500 block of 35th Street","Birmingham (Ensley)","2015-11-02","http://www.gunviolencearchive.org/incident/442476",NA,NA,1,0
"10372",199,"1600 block of 13th Avenue North","Birmingham (Ensley)","2015-11-02","http://www.gunviolencearchive.org/incident/442478",NA,NA,1,0
"10373",201,"1400 block of Farmington Road","Birmingham","2015-11-02","http://www.gunviolencearchive.org/incident/442480",NA,NA,0,0
"10374",203,"100 block of Lake Drive","Birmingham","2015-11-02","http://www.gunviolencearchive.org/incident/442481",NA,NA,0,0
"10375",204,"1500 block of 35th Street","Birmingham (Ensley)","2015-11-02","http://www.gunviolencearchive.org/incident/442482",NA,NA,0,0
"10376",205,"1600 block of 35th Street","Birmingham (Ensley)","2015-11-02","http://www.gunviolencearchive.org/incident/442483",NA,NA,0,0
"10377",206,"Tempest Drive","Birmingham","2015-11-02","http://www.gunviolencearchive.org/incident/442484",NA,NA,0,0
"10378",331,"200 block of North Lawrence Street","Mobile","2015-11-02","http://www.gunviolencearchive.org/incident/442603",NA,NA,1,0
"10379",426,"Pleasant Hill Road","Eclectic","2015-11-03","http://www.gunviolencearchive.org/incident/441622",NA,NA,1,0
"10380",464,"200 block of James I. Harrison Parkway","Tuscaloosa","2015-11-03","http://www.gunviolencearchive.org/incident/442455",NA,NA,0,0
"10381",471,"Woodlawn Drive North and Woodlawn Drive West","Mobile","2015-11-03","http://www.gunviolencearchive.org/incident/442485",NA,NA,0,1
"10382",474,"5900 Messer Airport Hwy","Birmingham","2015-11-03","http://www.gunviolencearchive.org/incident/471603",NA,NA,0,0
"10383",496,"2800 block of Pebble Creek Parkway","Birmingham (Forestdale)","2015-11-03","http://www.gunviolencearchive.org/incident/442452",NA,NA,0,1
"10384",669,"2600 block of Old Selma Road","Montgomery","2015-11-05","http://www.gunviolencearchive.org/incident/443891",NA,NA,1,0
"10385",955,"10th Place and Avenue U","Birmingham","2015-11-07","http://www.gunviolencearchive.org/incident/443877",NA,NA,0,1
"10386",983,"","Jackson (county)","2015-11-07","http://www.gunviolencearchive.org/incident/444443",NA,NA,1,0
"10387",1012,"4600 block of Kingston Avenue","Birmingham","2015-11-07","http://www.gunviolencearchive.org/incident/443879",NA,NA,1,1
"10388",1215,"2071 Alpine Village","Birmingham (Hoover)","2015-11-08","http://www.gunviolencearchive.org/incident/444438",NA,NA,0,1
"10389",1458,"44th Place North","Birmingham","2015-11-10","http://www.gunviolencearchive.org/incident/446155",NA,NA,1,0
"10390",1463,"Madison Avenue and Federal Drive","Montgomery","2015-11-10","http://www.gunviolencearchive.org/incident/446230",NA,NA,0,0
"10391",1560,"100 block of 5th Avenue South","Birmingham","2015-11-11","http://www.gunviolencearchive.org/incident/447908",NA,NA,0,1
"10392",1566,"137 5th Ave. S.W","Birmingham","2015-11-11","http://www.gunviolencearchive.org/incident/446179",NA,NA,0,1
"10393",1606,"Cairo Avenue and Lillian Street","Birmingham","2015-11-11","http://www.gunviolencearchive.org/incident/446139",NA,NA,0,0
"10394",1628,"Gateway Drive","Huntsville","2015-11-11","http://www.gunviolencearchive.org/incident/446207",NA,NA,1,0
"10395",1649,"Highway 167 North and Boll Weevil Circle","Enterprise","2015-11-11","http://www.gunviolencearchive.org/incident/445660",NA,NA,0,2
"10396",1663,"","Spanish Fort","2015-11-11","http://www.gunviolencearchive.org/incident/446343",NA,NA,0,0
"10397",1674,"South Parkway","Huntsville","2015-11-12","http://www.gunviolencearchive.org/incident/448227",NA,NA,1,0
"10398",1677,"600 block of Cambridge Street","Birmingham","2015-11-12","http://www.gunviolencearchive.org/incident/446425",NA,NA,1,0
"10399",1724,"Thunderbird Drive","Harvest","2015-11-12","http://www.gunviolencearchive.org/incident/446627",NA,NA,1,0
"10400",1736,"Wadsworth Street","Decatur","2015-11-12","http://www.gunviolencearchive.org/incident/448235",NA,NA,0,1
"10401",1763,"1500 block of Cleveland Avenue Southwest","Birmingham","2015-11-12","http://www.gunviolencearchive.org/incident/446127",NA,NA,1,0
"10402",1861,"Ward Avenue and Dallas Street","Huntsville","2015-11-13","http://www.gunviolencearchive.org/incident/448252",NA,NA,0,1
"10403",1970,"1401 3rd Avenue West","Birmingham","2015-11-13","http://www.gunviolencearchive.org/incident/447905",NA,NA,1,0
"10404",2032,"Weaver Road","Henagar","2015-11-14","http://www.gunviolencearchive.org/incident/448237",NA,NA,0,1
"10405",2033,"1123B Somerville Rd SE","Decatur","2015-11-14","http://www.gunviolencearchive.org/incident/448246",NA,NA,0,1
"10406",2049,"13th Street Southwest.","Birmingham","2015-11-14","http://www.gunviolencearchive.org/incident/447900",NA,NA,1,1
